Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_per_capita_growth,region_economic_weight,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_rolling_mean_3y,gdp_ppp_2017_rolling_std_3y,gdp_ppp_2017_deviation,gdp_ppp/capita_2017_log,gdp_ppp/capita_2017_squared,gdp_ppp/capita_2017_growth,gdp_ppp/capita_2017_rolling_mean_3y,gdp_ppp/capita_2017_rolling_std_3y,gdp_ppp/capita_2017_deviation,population_log,population_squared,population_growth,population_rolling_mean_3y,population_rolling_std_3y,population_deviation,gdp_per_capita_acceleration
2012,Afghanistan,30466479,64675178730.69,2122.83,South Asia,Low income,0.08246902248737964,0.6474874880521788,24.892643328550673,4.1828787438466965e+21,0.0042635478453578735,59717495410.973335,4295205873.479845,1.717239709625453,7.660976341493861,4506407.2089,-0.03211000118450669,2036.6966666666667,81.37821719190818,1.6061224432615513,17.23213762082284,928206342657441,0.03758415493447398,29301769.333333332,1139314.957343372,1.5986915938105466,-1.2893009265894289
2013,Afghanistan,31541209,68297470348.56,2165.34,South Asia,Low income,0.020025155099560488,0.6528148325499907,24.94713856549553,4.664544456012432e+21,0.12752287088709324,63444354378.12,5571444743.662279,1.6406609763759326,7.680794386618027,4688697.3156,0.08246902248737964,2083.09,107.76337550392547,1.477408612616834,17.266805502745534,994847865181681,0.04161904563608454,30418948.333333332,1146765.0002861668,1.6285993269073837,-3.5683282293733316
2014,Afghanistan,32716210,70158264544.68,2144.45,South Asia,Low income,-0.00964744566673148,0.6554948777389641,24.9740194490385,4.922182083921302e+21,0.05600744658091106,67710304541.31,2788302400.1703873,1.5171260311642687,7.671104599569019,4598665.802499999,0.020025155099560488,2144.2066666666665,21.256044630489242,1.2646914665884812,17.3033812622599,1070350396764100,0.035275819040329504,31574632.666666668,1125237.8633917063,1.666773200060315,-0.7571796718867989
2015,Afghanistan,33753499,71176481723.29,2108.71,South Asia,Low income,-0.016666278066637008,0.6561713738502023,24.988428287937936,5.066091550505835e+21,0.02724543363939147,69877405538.84332,1459910257.4557166,1.3993726019199155,7.654305776265971,4446657.8641,-0.00964744566673148,2139.5,28.63766924873608,1.0725362779714331,17.334594673609658,1139298694743001,0.037252883996932384,32670306.0,1106859.1346404462,1.6638562662214964,-1.4817663393250433
2016,Afghanistan,34636207,72785293847.67,2101.42,South Asia,Low income,-0.003457089879594588,0.6573091906804843,25.01077976416956,5.297699000491668e+21,0.014513146601018878,71373346705.21333,1324532976.3812068,1.3455945484093728,7.650844341182639,4415966.0164,-0.016666278066637008,2118.193333333333,23.029229976994316,0.9813618330486377,17.36041016684419,1199666835346849,0.03170565906014167,33701972.0,961035.0637718675,1.6349484251526367,0.7275327213408898
2017,Afghanistan,35643418,74711922906.37,2096.09,South Asia,Low income,-0.002536380161985652,0.6570935242281417,25.036905526889203,5.581871424367374e+21,0.022603142013039035,72891232825.77666,1770099824.8868928,1.3237762222169598,7.648305948435885,4393593.2881000005,-0.003457089879594588,2102.0733333333337,6.33531635621063,0.9102362327160152,17.389075087503347,1270453246722724,0.02615159986820914,34677708.0,945642.7477599549,1.6381158313724098,-0.7925697707807311
2018,Afghanistan,36686784,75600418108.83,2060.7,South Asia,Low income,-0.016883817011674296,0.6562443178312081,25.04872765066991,5.715423218229911e+21,0.02647003201954745,74365878287.62334,1439111291.757456,1.262870298595084,7.631286164176522,4246484.489999999,-0.002536380161985652,2086.0699999999997,22.132101120316445,0.7752013549146254,17.41792716643593,1345920120262656,0.029079714184639283,35655469.666666664,1025341.621233788,1.6469405415107699,-0.2663250738846592
2019,Afghanistan,37769499,78557606648.67,2079.92,South Asia,Low income,0.009326927743000146,0.6557164018467503,25.087098035274856,6.171297562367161e+21,0.01189228128385178,76289982554.62334,2013441135.2514036,1.31178763594506,7.640565382598458,4326067.2064000005,-0.016883817011674296,2078.903333333333,17.716891187034673,0.7903700188128492,17.447012456581422,1426535054711001,0.029272332973229398,36699900.333333336,1063101.1867599117,1.6597199015277808,5.656658676298938
2020,Afghanistan,38972230,76710638229.71,1968.34,South Asia,Low income,-0.05364629408823418,0.6545566970285227,25.06330623492876,5.884522017609447e+21,0.039116034194189186,76956220995.73668,1493811964.8286786,1.1363639466000923,7.585453740217782,3874362.3556,0.009326927743000146,2036.3199999999997,59.65159176417486,0.4647234348929994,17.478359924842245,1518834711172900,0.029512398797343575,37809504.333333336,1143248.0810175578,1.686602244463625,-1.552418196462983
2021,Afghanistan,40099462,60801742189.37,1516.27,South Asia,Low income,-0.2296706869748112,0.6495459322115652,24.830884279954876,3.6968518532626163e+21,-0.023511006734460604,72023329022.58333,9761958378.146643,0.2828483303841547,7.324667946372371,2299074.7129,-0.05364629408823418,1854.8433333333332,298.4735342259556,-0.7883154179137877,17.506873500665932,1607966852689444,0.0318439754787323,38947063.666666664,1165185.3516039103,1.6951755583961274,-6.751764736088547
1990,Albania,3286542,15864306644.62,4827.05,Europe & Central Asia,Upper middle income,0.0,0.7275143103585835,23.487337557630394,2.516762253145343e+20,0.0,15864306644.62,9761958378.146643,0.0,8.482197938418974,23300411.7025,0.0,4827.05,298.4735342259556,0.0,15.005346810427955,10801358317764,0.0,3286542.0,1165185.3516039103,0.0,0.0
1991,Albania,3266790,11421961025.26,3496.39,Europe & Central Asia,Upper middle income,-0.27566733305020674,0.7147969199832376,23.158803745019018,1.3046119366255847e+20,0.0,13643133834.94,3141212711.82381,-0.7071067811865475,8.159772255008587,12224743.0321,0.0,4161.72,940.9187094536917,-0.7071067811865477,14.99931871547287,10671916904100,0.0,3276666.0,13966.773141996686,-0.7071067811865476,0.0
1992,Albania,3247039,10601052017.71,3264.84,Europe & Central Asia,Upper middle income,-0.06622544967809652,0.7084046950931187,23.084219080187882,1.1238230388219324e+20,-0.2800214165594508,12629106562.529999,2831671340.0455823,-0.7162040721813971,8.09127228274067,10659180.2256,-0.27566733305020674,3862.76,843.0867415040996,-0.7092034194883524,14.993254370072854,10543262267521,-0.006009964272478463,3266790.3333333335,19751.500002109602,-0.9999915617155104,0.0
1993,Albania,3227287,11614450223.02,3598.83,Europe & Central Asia,Upper middle income,0.10229904068805817,0.7069273338366171,23.175515868774315,1.3489545398300934e+20,-0.07187110914969308,11212487755.33,538194452.5380789,-0.32149305438896414,8.188641901106974,12951577.3689,-0.06622544967809652,3453.353333333333,171.1036119821374,-0.2824140158632087,14.987152714030442,10415381380369,-0.00604599622259161,3247038.6666666665,19751.500002109602,-1.1618989254934022,-0.7597631574792542
1994,Albania,3207536,12578782531.01,3921.63,Europe & Central Asia,Upper middle income,0.08969581780745406,0.707489425320588,23.25527730547579,1.5822576996244236e+20,0.09559411684963237,11598094923.913332,988966691.8891288,0.07927691620219765,8.274517626186745,15379181.856900001,0.10229904068805817,3595.1000000000004,328.4108869998079,0.1638563253495109,14.981013910869152,10288287191296,-0.006083080615908787,3227287.3333333335,19751.500002109602,-1.2649046598921174,-2.5447088873734396
1995,Albania,3187784,14254569867.6,4471.62,Europe & Central Asia,Upper middle income,0.14024525516175657,0.7058794799039718,23.380343384783544,2.031927621102899e+20,0.0830286659698003,12815934207.210001,1335941099.9619932,0.7726484750044506,8.405729645654578,19995385.424399998,0.08969581780745406,3997.36,441.29567265043613,0.8931600631316046,14.97483687621653,10161966830656,-0.006120001103093742,3207535.6666666665,19751.500002109602,-1.3363100755736355,-0.12319981493311638
1996,Albania,3168033,15551735645.22,4908.96,Europe & Central Asia,Upper middle income,0.09780348061776278,0.7121066174309946,23.467438086463183,2.418564815788063e+20,0.1332233332167676,14128362681.276667,1490489431.4393759,1.1534850346379646,8.499021074115872,24097888.281600002,0.14024525516175657,4434.07,494.73491295844593,1.260255945176428,14.968621764182094,10036433089089,-0.00615799791491034,3187784.3333333335,19751.500002109602,-1.388725127480831,0.5635651537601751
1997,Albania,3148281,13853488588.89,4400.33,Europe & Central Asia,Upper middle income,-0.10361257781688993,0.7168038820098402,23.351802921608943,1.9191914608250542e+20,0.0909999943645019,14553264700.57,887651236.981964,0.3239171188299068,8.389662046958428,19362904.1089,0.09780348061776278,4593.636666666666,275.39457044999034,0.46085166423995844,14.96236746519347,9911673254961,-0.0061958401196567925,3168032.6666666665,19751.500002109602,-1.428872461470221,-0.302625386470595
1998,Albania,3128530,15076671801.72,4819.09,Europe & Central Asia,Upper middle income,0.09516558985348822,0.7215805663632153,23.43641447243039,2.2730603261677896e+20,-0.10919984078124267,14827298678.61,876156939.1271206,0.8526099820355831,8.480547879069492,23223628.4281,-0.10361257781688993,4709.46,271.45933747064487,0.9948130909669038,14.956074123273492,9787699960900,-0.006234783539186606,3148281.3333333335,19751.500002109602,-1.4605893784139876,-2.0593956080339346
1999,Albania,3108778,17020175959.25,5474.88,Europe & Central Asia,Upper middle income,0.13608170837232758,0.7272995489918597,23.55766529847827,2.8968638968383167e+20,0.08829423758366173,15316778783.286667,1596939493.9530978,1.5037021720526873,8.60810827236253,29974311.0144,0.09516558985348822,4898.1,541.6145868604366,1.602653778582159,14.949740602564484,9664500653284,-0.006273582313649939,3128529.6666666665,19751.500002109602,-1.4863041233097476,-1.9184752648628267
2000,Albania,3089027,18202434245.79,5892.61,Europe & Central Asia,Upper middle income,0.07629938921035695,0.732217226163363,23.624821171909076,3.313286124723086e+20,0.12890803640816006,16766427335.586664,1578255045.0411656,1.6476101301155412,8.681623992122967,34722852.6121,0.13608170837232758,5395.526666666668,541.141396710078,1.7179523038751645,14.94336703628178,9542087806729,-0.006313508261068246,3108778.3333333335,19751.500002109602,-1.5075532535046146,0.4299465655793402
2001,Albania,3060173,19712019024.28,6441.47,Europe & Central Asia,Upper middle income,0.09314378518177868,0.7372227225464392,23.70449438945939,3.885636940135766e+20,0.06946216592417054,18311543076.44,1349234347.4659505,1.7968388149403434,8.770667285938263,41492535.760900006,0.07629938921035695,5936.32,484.77518511161554,1.8547635163341398,14.933982335057037,9364658789929,-0.006353300235655279,3085992.6666666665,24444.158613732954,-1.6131658264564284,-0.43931193895951604
2002,Albania,3051010,20606259529.81,6753.91,Europe & Central Asia,Upper middle income,0.04850445628094202,0.7443826480186869,23.74886072730456,4.246179318098855e+20,0.08293312631189131,19506904266.626667,1214968331.636189,1.738137324468645,8.81802492684144,45615300.2881,0.09314378518177868,6362.663333333333,436.0244150656418,1.7736222136256803,14.930983569067594,9308662020100,-0.009340805373342476,3066736.6666666665,19840.220823703814,-1.4977092233961617,0.22076711420299633
2003,Albania,3039616,21745504914.3,7154.03,Europe & Central Asia,Upper middle income,0.05924272014285048,0.7509402667437477,23.802672902560882,4.728669839778454e+20,0.045365241603538164,20687927822.796665,1019199930.7236483,1.7512969470119393,8.875570884853879,51180145.240899995,0.04850445628094202,6783.136666666666,357.1779485541278,1.7741477836689366,14.92724207860329,9239265427456,-0.0029942751602605178,3050266.3333333335,10298.657307306086,-1.445168440621879,-0.4792518235512857
2004,Albania,3026939,22944697295.89,7580.17,Europe & Central Asia,Upper middle income,0.05956642619614394,0.7564516142194486,23.856352692153994,5.264591340000218e+20,0.05528637464950448,21765487246.666668,1169346940.245866,1.767406964449253,8.933422820287138,57458977.2289,0.05924272014285048,7162.703333333334,413.1982779893156,1.7845038976895145,14.923062766201856,9162359709721,-0.0037345010340837925,3039188.3333333335,12041.19737955207,-1.4239625462775538,0.22138716079428877
2005,Albania,3011487,24212718610.64,8040.12,Europe & Central Asia,Upper middle income,0.06067805867150744,0.761730815577296,23.910143894513933,5.862557425180326e+20,0.05514667910982385,22967640273.61,1233766850.3497205,1.7861911524827798,8.99232365595377,64643529.6144,0.05956642619614394,7591.44,443.15249260271884,1.803667996363314,14.917944866732753,9069053951169,-0.004170592601170697,3026014.0,14087.294949705556,-1.437152984722622,0.0054640646566010975
2006,Albania,2992547,25641912833.55,8568.59,Europe & Central Asia,Upper middle income,0.0657291184708686,0.7666579449149808,23.967494069747765,6.575076937633762e+20,0.055264242469528435,24266442913.359997,1349410108.0381913,1.8204222063548412,9.05597516914051,73420734.5881,0.06067805867150744,8062.96,494.6056745529746,1.8423352698790803,14.911635756385875,8955337547209,-0.005104827021621516,3010324.3333333335,17225.453878877473,-1.4802917774126683,0.018662064292778835
2007,Albania,2970017,27176135023.9,9150.16,Europe & Central Asia,Upper middle income,0.06787231038012087,0.7718892244224412,24.025605036327086,7.385423148372444e+20,0.0590265903590832,25676922156.03,1482018370.0244808,1.8537359070681159,9.121635926190459,83725428.0256,0.0657291184708686,8586.289999999999,555.2316344553898,1.8836694506457223,14.904078571366577,8821000980289,-0.006289251788236139,2991350.3333333335,20760.882286967946,-1.5442825116551844,0.08324359595461117
2008,Albania,2947314,29214356409.82,9912.2,Europe & Central Asia,Upper middle income,0.08328160381894967,0.7775403384327478,24.097926083301296,8.534786204399909e+20,0.05983259518543482,27344134755.756664,1792137329.7925735,1.9379187648464231,9.201622481356459,98251708.84000002,0.06787231038012087,9210.316666666668,673.821991651608,1.9709583434270206,14.896405144368723,8686659814596,-0.007528703809831505,2969959.3333333335,22616.555138511798,-1.5944949481796309,0.03260643013495068
2009,Albania,2927519,30194290455.51,10313.95,Europe & Central Asia,Upper middle income,0.04053086095922187,0.7827965466343438,24.13091868572211,9.116951761117021e+20,0.07500041430201487,28861593963.076664,1539690410.5090053,1.8542997912690653,9.241349578183861,106377564.60250002,0.08328160381894967,9792.103333333334,591.1169072470706,1.8953798827932868,14.889666206198394,8570367495361,-0.007644063990206118,2948283.3333333335,21265.575617258743,-1.611117867700449,0.22703357750058295
2010,Albania,2913021,31313574128.3,10749.52,Europe & Central Asia,Upper middle income,0.04223115295303925,0.7877062276605028,24.167317518733682,9.805399246885391e+20,0.03354289349878026,30240740331.210003,1050379431.7337797,1.811435639960439,9.28270940447894,115552180.23040001,0.04053086095922187,10325.223333333333,418.77381918327086,1.852332391664444,14.88470158826458,8485691346441,-0.0067162847256858615,2929284.6666666665,17214.547520436026,-1.5866084445721143,-0.5133275645443371
2011,Albania,2905195,32110631768.23,11052.83,Europe & Central Asia,Upper middle income,0.028216143604551602,0.7919735390206865,24.19245302000937,1.0310926725548617e+21,0.037069381525597356,31206165450.679996,962675165.7388198,1.7420000164105995,9.310532253226642,122165051.0089,0.04223115295303925,10705.433333333334,371.40764563124264,1.7779418996258363,14.882011415871677,8440157988025,-0.004952316278732938,2915245.0,11326.95351804777,-1.5220575159552339,0.041950552087409276
2012,Albania,2900401,32565717384.97,11228.01,Europe & Central Asia,Upper middle income,0.015849334514328017,0.7953866174598853,24.206525958057885,1.0605259487977374e+21,0.025454061445181697,31996641093.833332,633806823.2457927,1.6511606667663306,9.326255887123393,126068208.5601,0.028216143604551602,11010.12,242.08733568695627,1.6827591389846133,14.880359906039399,8412325960801,-0.0026865580440373904,2906205.6666666665,6370.4148478217185,-1.4509480660556975,-0.3318642369075796
2013,Albania,2895092,32892031585.42,11361.31,Europe & Central Asia,Upper middle income,0.011872094877008355,0.7976890074893578,24.216496264361666,1.0818857418162668e+21,0.014172427999073589,32522793579.539997,392464340.2659653,1.5667229044017428,9.338057016673758,129079364.9161,0.015849334514328017,11214.050000000001,154.7130854194578,1.5970581777528496,14.878527792825588,8381557688464,-0.001650147408349567,2900229.3333333335,5053.6872017713185,-1.3976843157294156,-0.43828842323543715
2014,Albania,2889104,33475683862.49,11586.87,Europe & Central Asia,Upper middle income,0.019853344376660864,0.7996616967430488,24.23408515739608,1.1206214100613735e+21,0.010020175406932674,32977810944.293335,461007940.66792476,1.5285021087446071,9.357714140324415,134255556.39690003,0.011872094877008355,11392.063333333334,181.39583934958716,1.557569826759134,14.876457323543889,8346921922816,-0.0018304365499804964,2894865.6666666665,5651.899887059848,-1.359258216538391,-0.2509404816791635
2015,Albania,2880703,34218417689.62,11878.5,Europe & Central Asia,Upper middle income,0.025169005952427215,0.8013741405637534,24.256029865025784,1.1709001091812988e+21,0.017744488526173052,33528711045.843334,664781118.8536352,1.515713744203216,9.382569504488844,141098762.25,0.019853344376660864,11608.893333333333,259.2974053733277,1.5460893326164442,14.873545266684898,8298449774209,-0.0020683280531327286,2888299.6666666665,7228.142523037685,-1.3444834445381195,0.6722696863810527
2016,Albania,2876101,35352751626.34,12291.9,Europe & Central Asia,Upper middle income,0.03480237403712594,0.8032150339386966,24.288642065788366,1.2498170475536853e+21,0.022187263751831665,34348951059.483334,945317442.9824493,1.5477525361227904,9.416777138923443,151090805.60999998,0.025169005952427215,11919.090000000002,354.2633008088818,1.5726677658699717,14.87194646311907,8271956962201,-0.002907821940643207,2881969.3333333335,6593.3453066971615,-1.307749002284134,0.267746404581352
2017,Albania,2873457,36697074907.24,12771.05,Europe & Central Asia,Upper middle income,0.038980954937804624,0.8054536401500424,24.32596288605775,1.3466753067475835e+21,0.03314980683820723,35422748074.399994,1240810230.3214715,1.5964758337485325,9.455014468640664,163099718.1025,0.03480237403712594,12313.816666666666,446.6784423199039,1.6134247464574947,14.871026740501554,8256755130849,-0.001597526714833153,2876753.6666666665,3666.8255117125404,-1.2639381036442157,0.3827472607741076
2018,Albania,2866376,38172057179.07,13317.18,Europe & Central Asia,Upper middle income,0.04276312441028751,0.8082097015450121,24.36536959745875,1.4571059492821894e+21,0.038025987202037204,36740627904.21667,1410157295.330021,1.6497856358303604,9.496885298122107,177347283.15240002,0.038980954937804624,12793.376666666665,513.004512293346,1.6650388396529348,14.868559420938455,8216111373376,-0.0009193001219358621,2871978.0,5028.368224385734,-1.256080198268455,0.12006597297704813
2019,Albania,2854191,38968979796.11,13653.25,Europe & Central Asia,Upper middle income,0.02523582319980644,0.8110283725835165,24.38603177676805,1.5185813863496294e+21,0.04019345616941794,37946037294.14,1152693236.427339,1.628752244169017,9.521806107463455,186411235.5625,0.04276312441028751,13247.159999999998,445.2485938214711,1.6527929745069816,14.864299348757527,8146406264481,-0.00246427908961222,2864674.6666666665,9745.029006285422,-1.2841003271565004,0.09702608564919624
2020,Albania,2837849,37682192113.63,13278.43,Europe & Central Asia,Upper middle income,-0.027452804277369847,0.812886650633071,24.35245346210221,1.4199476024885188e+21,0.020877119965045043,38274409696.27,649471064.2346495,1.4130835707360312,9.493971500422516,176316703.2649,0.02523582319980644,13416.286666666667,206.12885929274714,1.4603149827815416,14.858557281182675,8053386946801,-0.004251012428236889,2852805.3333333335,14313.891376328975,-1.3372082858566892,-0.409869518473831
2021,Albania,2811666,41039120680.62,14596.02,Europe & Central Asia,Upper middle income,0.09922784546064567,0.815860119734967,24.437791611692937,1.6842094262384924e+21,-0.03302082038617937,39230097530.12,1693629004.306698,1.6646160371414669,9.58857267727419,213043799.8404,-0.027452804277369847,13842.566666666668,678.8898675288403,1.7237050908722822,14.849288103847735,7905465695556,-0.005725615419570729,2834568.6666666665,21451.44159102935,-1.4474861380066633,-2.087850555141804
2022,Albania,2777689,43032145215.43,15492.07,Europe & Central Asia,Upper middle income,0.061390022759628904,0.8192437970287374,24.485213236526597,1.8517655218418551e+21,0.08908527818305378,40584486003.22666,2703797156.829789,1.7510704428144654,9.648148106155581,240004232.8849,0.09922784546064567,14455.506666666668,1113.4893398831084,1.8373395258730025,14.837130204996965,7715556180721,-0.009226354185864039,2809068.0,30164.028295305787,-1.591064823143289,-4.61448850391004
1990,Algeria,25518074,225295872151.35,8828.87,Middle East & North Africa,Upper middle income,0.0,0.779293185360861,26.14068036265596,5.075823000843744e+22,0.0,225295872151.35,2703797156.829789,0.0,9.085895570952822,77948945.47690001,0.0,8828.87,1113.4893398831084,0.0,17.054897582561317,651172100669476,0.0,25518074.0,30164.028295305787,0.0,0.0
1991,Algeria,26133905,222592320366.39,8517.38,Middle East & North Africa,Upper middle income,-0.03528084568013823,0.7777668445129512,26.128607775495468,4.954734108609361e+22,0.0,223944096258.87,1911699800.4341938,-0.7071067811865436,9.049981460899229,72545762.06439999,0.0,8673.125,220.25669127179881,-0.7071067811865476,17.07874410967774,682980990549025,0.0,25825989.5,435458.27616489277,0.7071067811865475,0.0
1992,Algeria,26748303,226598987259.71,8471.53,Middle East & North Africa,Upper middle income,-0.005383110768804267,0.7770998017828193,26.146447716248378,5.134710102712621e+22,-0.01200000585516181,224829059925.81665,2043717235.5629697,0.8660333744290171,9.04458444434245,71766820.5409,-0.03528084568013823,8605.926666666666,194.43084383228253,-0.6912312060045225,17.101981627427147,715471713379809,0.024133130110054468,26133427.333333332,615114.6390993583,0.9996114993571924,0.0
1993,Algeria,27354327,221840406809.92,8109.88,Middle East & North Africa,Upper middle income,-0.042690045363706464,0.7758550141601115,26.125224072055534,4.921316609359081e+22,0.018000023031903956,223677238145.34,2558086572.92754,-1.0006718910383816,9.000961649237686,65770153.6144,-0.005383110768804267,8366.263333333332,223.21484232311363,-1.263367353501975,17.124385319285427,748259205622929,0.02350961327822998,26745511.666666668,610215.7882071997,1.1583462700745883,-0.8474211526104446
1994,Algeria,27937006,219843850796.64,7869.27,Middle East & North Africa,Upper middle income,-0.029668749722560617,0.7746071064335271,26.116183362191798,4.833131873309532e+22,-0.02100000757874554,222761081622.09,3470403253.3694906,-1.250126047469422,8.970847648319783,61925410.33290001,-0.042690045363706464,8150.2266666666665,303.1504033204174,-1.30939853962895,17.145462783649922,780476304244036,0.022656540117703905,27346545.333333332,594389.7049111247,1.2512903898649386,6.930367253651938
1995,Algeria,28478022,228197905672.69,8013.12,Middle East & North Africa,Upper middle income,0.01827996751922334,0.7729167966561594,26.15347909674108,5.207428415340193e+22,-0.008999965524723819,223294054426.41666,4362611232.131908,1.3086476873557056,8.988960264879841,64210092.134399995,-0.029668749722560617,7997.423333333333,121.0705663376979,-0.7940186100839697,17.164643224963736,810997737032484,0.021301163797595946,27923118.333333332,561976.2127709099,1.3026637584733498,-0.30501948475829177
1996,Algeria,28984634,237554016313.73,8195.86,Middle East & North Africa,Upper middle income,0.02280509963659605,0.7722413163148546,26.19366087167586,5.64319106667839e+22,0.0379999478983728,228531924261.02002,8859806260.505571,1.9737595719316523,9.011506433087876,67172121.13960001,0.01827996751922334,8026.083333333333,163.68046014515946,-0.271431263208477,17.18227641995631,840109008113956,0.019365568379088316,28466554.0,523908.14353663387,1.3345165472865828,-1.616135418248614
1997,Algeria,29476031,240167110349.0,8147.88,Middle East & North Africa,Upper middle income,-0.005854175156725483,0.7715559454523888,26.204600811113814,5.768024089338874e+22,0.04099998469950772,235306344111.80664,6293209665.292056,1.6796116211528274,9.005635773478577,66387948.4944,0.02280509963659605,8118.953333333334,94.74197028419658,-0.3874031828930759,17.199088016497424,868836403512961,0.017789578222813462,28979562.333333332,499023.8294634195,1.3617806642809582,0.24754596049550148
1998,Algeria,29924668,252415641644.53,8435.04,Middle East & North Africa,Upper middle income,0.035243523468681426,0.7722445011347396,26.254342937347545,6.371365614681979e+22,0.010999999393060067,243378922769.08667,7934341884.153835,2.041162273283324,9.040268283171113,71149899.80160001,-0.005854175156725483,8259.593333333334,153.8235018887955,0.4943368121123905,17.21419374836134,895485754910224,0.016953707264338647,29461777.666666668,470179.0599573061,1.3720199341442425,-1.2567046515916602
