Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_per_capita_growth,region_economic_weight,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_rolling_mean_3y,gdp_ppp_2017_rolling_std_3y,gdp_ppp_2017_deviation,gdp_ppp/capita_2017_log,gdp_ppp/capita_2017_squared,gdp_ppp/capita_2017_growth,gdp_ppp/capita_2017_rolling_mean_3y,gdp_ppp/capita_2017_rolling_std_3y,gdp_ppp/capita_2017_deviation,population_log,population_squared,population_growth,population_rolling_mean_3y,population_rolling_std_3y,population_deviation,gdp_per_capita_acceleration,MSW,MSW_log
1999,Algeria,30346083,260492946098.96,8584.07,Middle East & North Africa,Upper middle income,0.0176679660084597,0.7737389987214542,26.285841619462115,6.785657496731568e+22,0.0510000360904163,251025232697.49667,10234003493.92079,1.94593671608657,9.057779927054886,73686257.7649,0.0352435234686814,8388.996666666668,221.71021725065472,0.9002922235357428,17.228178039138363,920884753442889,0.0152204006027811,29915594.0,435096.9705513959,1.3776632643876796,-7.020237270863415,8111980.789,15.908852759864823
2000,Algeria,30774621,270391678054.91,8786.19,Middle East & North Africa,Upper middle income,0.0235459403290048,0.7753265429130065,26.323137404221164,7.31116595613501e+22,0.0320000155370918,261100088599.46667,9003384795.107388,1.9463855125165812,9.081050258114011,77197134.7161,0.0176679660084597,8601.766666666668,176.24261582640318,1.354673372250612,17.242200947262365,947077297693641,0.0140825288354076,30348457.33333333,424981.4744742834,1.3931829221820886,-0.4986889995786002,8242493.983,15.924813645253286
2001,Algeria,31200985,278503428394.23,8926.11,Middle East & North Africa,Upper middle income,0.0159249913785155,0.776799637560866,26.352696206454244,7.756415962733999e+22,0.0380000000160831,269796017516.03333,9020004253.615572,1.8753249200434103,9.096847993272146,79675439.73210001,0.0235459403290048,8765.456666666667,171.96000620299353,1.5190988085296475,17.255960254844464,973501464970225,0.0141216907631867,30773896.33333333,427451.4607032438,1.4098398057869446,0.3326910589329046,8278725.242,15.9291996790203
2002,Algeria,31624696,294099620373.53,9299.68,Middle East & North Africa,Upper middle income,0.0418513775877733,0.7790728708801461,26.40718439170148,8.649458670385447e+22,0.0299999999913926,280998242274.2233,12049261573.541073,2.022486920871112,9.137842794747906,86484048.1024,0.0159249913785155,9003.993333333334,265.45688017705083,2.008448429773781,17.26944892393839,1000121397092416,0.013854402951055,31200100.666666668,425038.1899786616,1.4261594921312049,-0.3236629688176639,8500120.0,15.955590956653342
2003,Algeria,32055883,315274793044.57,9835.16,Middle East & North Africa,Upper middle income,0.0575804758873423,0.781757444045714,26.47671045436301,9.939819512929644e+22,0.0559999999613045,295959280604.11005,18456084814.823925,2.1747368942843237,9.193820669978892,96730372.2256,0.0418513775877733,9353.65,456.92181639750993,2.35486139927547,17.282991312624237,1027579634909689,0.0135800520400237,31627188.0,427454.4480397918,1.4453105044788508,1.628031412578041,8733550.327,15.982682640858563
2004,Algeria,32510186,328831609144.76,10114.73,Middle East & North Africa,Upper middle income,0.0284255670472062,0.7845992547589541,26.518811630379307,1.0813022717273222e+23,0.0720000000140965,312735340854.2867,17504695772.02837,2.0785931937870097,9.2218469170422,102307762.9729,0.0575804758873423,9749.856666666668,414.166777558672,2.206652720882428,17.29706404433983,1056912193754596,0.0136345026051791,32063588.33333333,442795.28469297953,1.4712805942229532,0.3758322713889399,9471549.536,16.06380318312194
2005,Algeria,32956690,348232674075.44,10566.37,Middle East & North Africa,Upper middle income,0.0446517109206079,0.7877900727510214,26.576136696972963,1.2126599529373164e+23,0.0429999999976955,330779692088.25665,16565076241.216228,2.106245405815879,9.265526230496338,111648174.9769,0.0284255670472062,10172.086666666666,368.9638958398749,2.25045333248857,17.310704863548214,1086143415756100,0.0141722191836051,32507586.33333333,450409.12680843583,1.4906827150228494,-0.5063332386689277,9207029.079,16.03547788923543
2006,Algeria,33435080,354152629554.72,10592.25,Middle East & North Africa,Upper middle income,0.0024492801217446,0.7906726299278023,26.5929938140958,1.2542408502052272e+23,0.0589999999730534,343738970924.9733,13245132866.59632,1.9044256737191896,9.2679722848089,112195760.0625,0.0446517109206079,10424.45,268.5373389307467,1.926615445676705,17.32511623607832,1117904574606400,0.0137342800807107,32967318.666666668,462538.5975519639,1.5181516346836372,0.5708292062021145,9735214.184,16.09126030070439
2007,Algeria,33983827,366193818947.3,10775.53,Middle East & North Africa,Upper middle income,0.0173032169746749,0.7931474884861399,26.62642859014841,1.3409791303520792e+23,0.0170000000574257,356193040859.1533,9152766794.55071,1.865336429369051,9.28512590025119,116112046.78090002,0.0024492801217446,10644.716666666667,114.02429448736756,1.8451612279988543,17.341395322365667,1154900497565929,0.0145157174461392,33458532.33333333,513969.9535443076,1.5626361239902224,-0.9451470039726024,10104122.45,16.128454160871318
2008,Algeria,34569592,374982470599.76,10847.18,Middle East & North Africa,Upper middle income,0.0066493249055963,0.794804194605444,26.6501451167596,1.4061185325709989e+23,0.0339999999653244,365109639700.5933,10457157977.65574,1.7908902559252866,9.29175260296287,117661313.9524,0.0173032169746749,10738.32,131.4753372310163,1.7045874890962012,17.358485038614734,1195056691046464,0.016412313055629,33996166.333333336,567356.6461198257,1.6078216706849493,6.064613320892813,9770687.835,16.094897526651305
2009,Algeria,35196037,380982190125.62,10824.58,Middle East & North Africa,Upper middle income,-0.0020834908243433,0.7959474354512734,26.66601846590604,1.4514742919291406e+23,0.0239999999937869,374052826557.56,7437886733.531013,1.7001369529675614,9.289667131112026,117171532.1764,0.0066493249055963,10815.763333333334,36.62964418805292,1.531754500327014,17.37644407741515,1238761020505369,0.0172365813891413,34583152.0,606218.7527823622,1.6533564831171628,-0.6157174174416062,10183447.35,16.136274249449002
2010,Algeria,35856344,394697548973.15,11007.75,Middle East & North Africa,Upper middle income,0.0169216727115508,0.7966506873813278,26.701385609750854,1.5578615516541217e+23,0.0159999999900364,383554069899.51,10106037947.471369,1.7360605394721629,9.30644569011967,121170560.0625,-0.0020834908243433,10893.17,99.87052768465176,1.554927620780228,17.395031096797172,1285677405046336,0.0181212725912414,35207324.333333336,643450.254717748,1.6960986808187422,-1.31333870038292,10622464.36,16.1784816899632
2011,Algeria,36543541,406143777886.22,11113.97,Middle East & North Africa,Upper middle income,0.0096495650791488,0.7974745768875017,26.72997306658509,1.6495276831569117e+23,0.0360000000078946,393941172328.33,12597835285.4849,1.7331483559437917,9.316048127339323,123520329.16089998,0.0169216727115508,10982.1,146.39018034011673,1.5184108435618413,17.414015039082155,1335430388818681,0.0187608337836444,35865307.333333336,673796.715272739,1.734035482527837,-9.12178892934849,11148487.56,16.22681449152502
2012,Algeria,37260563,419952666346.27,11270.7,Middle East & North Africa,Upper middle income,0.0141020715369937,0.7982492861496775,26.76340784269963,1.763602419713416e+23,0.0289999999818812,406931331068.5467,12645964510.220297,1.7585577084537054,9.330050438604044,127028678.49,0.0096495650791488,11130.806666666664,132.2810667984933,1.5268826713267685,17.43344605989916,1388349555076969,0.0191652835548432,36553482.66666666,702162.2871831928,1.768419526276801,-0.4297511100919737,11202350.41,16.231634261550898
2013,Algeria,38000626,431711341003.97,11360.64,Middle East & North Africa,Upper middle income,0.0079799834970319,0.7990452884179724,26.791023009732548,1.8637468195144605e+23,0.0340000000293456,419269261745.4866,12797474451.28522,1.753349908646986,9.337998048052528,129064141.2096,0.0141020715369937,11248.436666666666,124.83294530431156,1.4886752047494975,17.453113217554538,1444047576391876,0.0196210323460443,37268243.333333336,728572.8617964935,1.7979780395159035,0.4614204289337407,11136133.68,16.2257057555924
2014,Algeria,38760168,448116371955.07,11561.26,Middle East & North Africa,Upper middle income,0.0176592163821758,0.8001745917080257,26.828318794460422,2.0080828281417465e+23,0.0280000000000104,433260126435.1033,14145586966.914429,1.7990565832029526,9.3555016248485,133662732.7876,0.0079799834970319,11397.533333333333,148.7518636298444,1.5341146911987358,17.472903705142453,1502350623388224,0.0198618308585407,38007119.0,749823.5847804454,1.822756911824758,-0.4341268602915364,11438606.63,16.252504825844248
2015,Algeria,39543154,464696677723.63,11751.63,Middle East & North Africa,Upper middle income,0.0164661983209442,0.8013000415429068,26.864650723721127,2.159430022873793e+23,0.0379999999836677,448174796894.2233,16492745973.07722,1.8337964682802,9.37183232431339,138100807.6569,0.0176592163821758,11557.843333333332,195.5173911276306,1.5653735383956096,17.492903165138557,1563661028267716,0.0199876180987124,38767982.66666666,771293.6920896815,1.8445044484115432,1.212938960180035,11503997.35,16.258205215514582
2016,Algeria,40339329,479566971418.86,11888.32,Middle East & North Africa,Upper middle income,0.0116315779172762,0.8024561115857741,26.896149390797262,2.299844800758577e+23,0.0370000000138857,464126673699.1867,15733045798.535816,1.8417028129206128,9.383395797132629,141332152.4224,0.0164661983209442,11733.736666666666,164.26256248262422,1.5574999324983456,17.512837481527423,1627261464170241,0.0202007896353804,39547550.333333336,789589.6793843829,1.8617018595346475,-0.067557814311386,12378740.0,16.331491123764977
2017,Algeria,41136546,485801342039.05,11809.48,Middle East & North Africa,Upper middle income,-0.0066317192000215,0.8032513909427182,26.909065616046792,2.3600294392694203e+23,0.0320000000173743,476688330393.8467,10842815343.801811,1.765163332994798,9.37674255188792,139463817.87039998,0.0116315779172762,11816.476666666667,68.613074798901,1.4157579039967645,17.532407505754513,1692215416810116,0.0201343322285318,40339676.333333336,796696.0567847249,1.873126712512661,-0.2936087802075479,11774900.95,16.28148087086818
2018,Algeria,41927007,491630958148.49,11725.88,Middle East & North Africa,Upper middle income,-0.007079058519088,0.803786348834471,26.920994186922155,2.4170099901000236e+23,0.0129999999827861,485666423868.8,6033124906.517829,1.700610211973877,9.369638921612598,137496261.7744,-0.0066317192000215,11807.893333333332,81.23162274237416,1.2911958795704843,17.5514407595773,1757873915978049,0.0197627729504374,41134294.0,793841.3957139013,1.8788872352597643,-1.5701478550190169,12075198.48,16.306664277449272
2019,Algeria,42705368,496547267720.91,11627.28,Middle East & North Africa,Upper middle income,-0.0084087505585933,0.8038826916133651,26.930944517757048,2.4655918908110103e+23,0.0120000000102333,491326522636.15,5379427518.414045,1.6401535102527522,9.361195341196217,135193640.19840002,-0.007079058519088,11720.88,91.20285083276848,1.1716952852769154,17.56983520799945,1823748456015424,0.0192155413339758,41922973.66666666,784418.7770281443,1.8796036120496744,0.0674545024561701,12153887.58,16.313159724283103
2020,Algeria,43451666,471223357078.9,10844.77,Middle East & North Africa,Upper middle income,-0.0672994887884355,0.8025497525277859,26.87859803740989,2.220514522567085e+23,0.0099999999815616,486467194316.0999,13428456919.491035,1.314206403135347,9.291530421201603,117609036.3529,-0.0084087505585933,11399.31,482.7695606601747,0.6074867443296389,17.58715977487758,1888047278175556,0.018564668830284,42694680.333333336,762385.6873225846,1.8734035659370392,0.187834587879148,12563591.81,16.346313729850916
1990,Argentina,32637657,461383067195.93,14136.53,Latin America & Caribbean,Upper middle income,0.0,0.8196642845467679,26.85749448326304,2.1287433469512407e+23,0.0,461383067195.93,4451501711.902665,0.0,9.55658824243804,199841480.44090003,0.0,14136.53,69.75061027206758,0.0,17.30097733303487,1065216654449649,0.0,32637657.0,1080254.2994833812,0.0,0.0,11227978.6,16.233919399575903
1991,Argentina,33105763,503521692862.15,15209.49,Latin America & Caribbean,Upper middle income,0.0758998141693894,0.8228587661903148,26.94489263231427,2.535340951827653e+23,0.0,482452380029.04,29796507958.465664,0.707106781186547,9.629740600382029,231328586.0601,0.0,14673.01,758.6972919419175,0.7071067811865475,17.31521796415967,1095991543812169,0.0,32871710.0,331000.92691411,0.7071067811865475,0.0,13943186.47,16.45050159354327
1992,Argentina,33568285,543487677674.49,16190.51,Latin America & Caribbean,Upper middle income,0.0645005190838088,0.8257655434149259,27.021272871080445,2.9537885578401036e+23,0.091331105673901,502797479244.19,41057095969.90932,0.9910637240422892,9.692242309771585,262132614.0601,0.0758998141693894,15178.843333333332,1027.3328933375649,0.9847505839903548,17.32909231016093,1126829757841225,0.0143425123929699,33103901.666666668,465316.7921076273,0.997993928458788,0.0,13109047.48,16.3888132733957
1993,Argentina,34027240,588091597641.29,17282.96,Latin America & Caribbean,Upper middle income,0.0674747120381011,0.8286873891607562,27.100148551016076,3.45851727216285e+23,0.0793729155642983,545033656059.31006,42306142999.13134,1.1792816906458776,9.757534182770044,298700706.3616,0.0645005190838088,16227.653333333334,1037.233908351116,1.1728421706152778,17.342671967668693,1157853062017600,0.0139710418394525,33567096.0,460739.65064122615,1.158225920479693,-0.1501887087646908,14392714.92,16.48223279767769
1994,Argentina,34488696,622413803601.14,18046.89,Latin America & Caribbean,Upper middle income,0.0442013405111161,0.8312079325791635,27.15687098758867,3.873989429132385e+23,0.0820697907221266,584664359638.9733,39574522216.83473,1.2222291151933355,9.800784059421057,325690238.6721,0.0674747120381011,17173.453333333335,933.0222176525748,1.1958285259074355,17.35614220513298,1189470151780416,0.0136722802490505,34028073.666666664,460206.06632283033,1.2627921207283563,0.0461111475773989,14732580.77,16.505572045992736
1995,Argentina,34946110,604704826243.56,17303.92,Latin America & Caribbean,Upper middle income,-0.0411688662146221,0.8345030485190481,27.128006285415093,3.656679268822542e+23,0.0583620070368442,605070075828.6635,17164017913.418476,0.8098763509527956,9.758746133117413,299425647.36639994,0.0442013405111161,17544.59,435.1307825240521,0.6385907420014519,17.36931774720527,1221230604132100,0.0135613702433696,34487348.666666664,459436.48168744176,1.332720679202571,-0.3449199088666461,13856896.59,16.44429368756498
1996,Argentina,35389362,638124986359.87,18031.55,Latin America & Caribbean,Upper middle income,0.0420500094776212,0.8373359261097774,27.18180000449158,4.0720349821678427e+23,-0.0284520961057096,621747872068.1901,16720029131.400312,1.1020777754790951,9.799933737145368,325136795.4025,-0.0411688662146221,17794.12,424.59493508518665,0.9622556214679272,17.381921852724787,1252406942767044,0.0132627223714112,34941389.333333336,450351.5564637642,1.3772111209433922,-1.931394064943995,14448465.31,16.486098829173446
1997,Argentina,35815971,689883602459.33,19261.9,Latin America & Caribbean,Upper middle income,0.0682331801758584,0.8403163402055848,27.259788728221128,4.759393849422628e+23,0.0552668982715365,644237805020.92,42917139855.67076,1.4496731005725954,9.8659362451493,371020791.6100001,0.0420500094776212,18199.123333333333,989.6878480780338,1.3963189585443676,17.393904497129125,1282783778672841,0.0126838723966702,35383814.333333336,434957.0349865988,1.4057848747468609,-2.021403146212615,14769744.82,16.508091445151628
1998,Argentina,36233195,716445355021.62,19773.18,Latin America & Caribbean,Upper middle income,0.0265435912345095,0.8426590094854127,27.297567814764147,5.132939467320552e+23,0.0811104677074512,681484647946.9401,39829974447.69439,1.4424581260733758,9.892132325277991,390978647.3124,0.0682331801758584,19022.210000000003,895.2135143640293,1.383388591838689,17.405486273167757,1312844419908025,0.0120547242417086,35812842.666666664,421925.1981386433,1.4281905905718772,0.6226674149068068,15554218.27,16.559842495475966
1999,Argentina,36653031,692190405307.75,18884.94,Latin America & Caribbean,Upper middle income,-0.0449214542122208,0.8434332288544552,27.263126906896936,4.791275572001072e+23,0.03850178851563,699506454262.9,14714792014.523075,1.0249200408434371,9.846173008861491,356640958.80359995,0.0265435912345095,19306.67333333333,445.8094468865922,0.8196886390266342,17.41700671138808,1343444681486961,0.0116491048085782,36234065.66666666,418530.67921639263,1.4515970875035664,-0.6109870422850241,15455033.09,16.553445339304574
2000,Argentina,37070774,686729030353.62,18524.81,Latin America & Caribbean,Upper middle income,-0.0190696925698464,0.8445487675833746,27.255205626842745,4.715967611304232e+23,-0.0338545704063334,698454930227.6635,15817654449.93776,0.8798566089541623,9.826920173904748,343168585.53610003,-0.0449214542122208,19060.976666666666,642.5329526439306,0.5822383371843776,17.428339481301688,1374242284959076,0.0115870543571992,36652333.333333336,418789.9358441352,1.4718959621069372,-2.692365355363748,15401632.11,16.549984107865264
2001,Argentina,37480493,656452248351.55,17514.5,Latin America & Caribbean,Upper middle income,-0.0545382111881309,0.8440781040937891,27.21011579133788,4.309295543658051e+23,-0.0078899893905663,678457228004.3066,19251519452.65764,0.490849591712052,9.77084148218388,306757710.25,-0.0190696925698464,18308.08333333333,710.4606142731108,0.0006449834373916,17.439331195610496,1404787355523049,0.011397229331457,37068099.333333336,413737.48409146274,1.486763068344032,-0.5754880846074972,15000040.0,16.523563492396082
2002,Argentina,37885028,584935157747.95,15439.74,Latin America & Caribbean,Upper middle income,-0.1184595620771361,0.8405163389442567,27.094766836580117,3.421491387696191e+23,-0.0440883968258621,642705478817.7067,52270722010.29265,-0.3810680607208796,9.644764749891422,238385571.2676,-0.0545382111881309,17159.683333333334,1572.8430870348532,-1.1347117444700143,17.45006657882178,1435275346560784,0.0110523454406428,37478765.0,407129.75034624926,1.498960069768131,1.8599418154421792,14445475.89,16.48589190552928
2003,Argentina,38278164,636626116266.94,16631.57,Latin America & Caribbean,Upper middle income,0.0771923620475474,0.8374737897489598,27.179448375564824,4.052928119131273e+23,-0.1089448482859039,626004507455.48,36922723252.87843,0.2749947347552663,9.719118100234873,276609120.6649,-0.1184595620771361,16528.603333333336,1041.2054865555244,-0.4109475130111454,17.460390187140906,1465217839210896,0.0107932144862661,37881228.333333336,398849.0744132821,1.5064127112907997,1.17204707482075,14759521.46,16.507399022954672
2004,Argentina,38668796,694110738086.54,17950.15,Latin America & Caribbean,Upper middle income,0.0792817515123347,0.8365472398130904,27.26589734969172,4.817897167270414e+23,0.0883704079577034,638557337367.1434,54613405376.0648,0.9738302484643754,9.7954094587166,322207885.02250004,0.0771923620475474,16673.820000000003,1255.738184853831,0.3822722243031864,17.47054355371245,1495275784089616,0.0103770808879961,38277329.333333336,391884.6666524864,1.514024570300445,-1.6516347071862618,16093341.95,16.59391626308124
2005,Argentina,39070501,755551060091.1,19338.15,Latin America & Caribbean,Upper middle income,0.0773252591203972,0.8373539745493211,27.350713200878587,5.70857404404785e+23,0.090295733006807,695429304814.86,59473435494.82955,1.579972584096181,9.869886817679497,373964045.4225001,0.0792817515123347,17973.290000000005,1353.438369043815,1.1623173356899947,17.480878315681753,1526504048391001,0.0102050871614427,38672487.0,396181.3953266816,1.526639073025818,0.0270673083368058,15612358.43,16.56357342969249
